,speaker,recording,t1,t2,phones,phone_dur,prev,nxt,prev_short,nxt_short,prev_height,nxt_height,prev_back,nxt_back,words,COG,SD,skew,kurtosis,age,gender,sexuality,race_ethnicity,SES,place_origin,L1s
245,S01,S01_interview.wav,862.73,862.82,SH,0.09000000000003183,T,UH1,T,UH,consonant,high,consonant,back,sure,3038.224550991745,1418.9852783050685,2.7742292629791687,11.196272405487221,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
246,S01,S01_interview.wav,863.3,863.42,S,0.12000000000000455,AH0,EY1,AH,EY,mid,high,back,front,say,6488.442355340801,2411.1708487898563,-0.8309706969935258,2.056273443664332,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
247,S01,S01_interview.wav,873.16,873.31,S,0.14999999999997726,EH1,AY1,EH,AY,mid,low,front,central,yes,4257.264153727601,3737.009679677796,0.21313836912493167,-1.4077551925020033,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
248,S01,S01_interview.wav,874.23,874.31,S,0.07999999999992724,AY1,K,AY,K,high,consonant,front,consonant,school,6793.402312408794,2841.334216581103,-0.5770163732139799,1.4271353774150315,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
249,S01,S01_interview.wav,881.13,881.25,S,0.12000000000000455,AH0,ER0,AH,ER,mid,mid,back,front,officer,6865.940960016053,1940.3427568423256,-0.10904636846460139,5.250129070008358,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
250,S01,S01_interview.wav,883.62,883.75,SH,0.12999999999999545,IY1,IY1,IY,IY,high,high,front,front,she,4100.8198533783525,1790.563974082206,1.8454367345104883,5.265098082976298,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
251,S01,S01_interview.wav,888.08,888.15,S,0.06999999999993634,UW1,EY1,UW,EY,high,high,back,front,say,5185.8014646122965,2564.447921474166,-0.2737944699234572,0.2680044046148091,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
252,S01,S01_interview.wav,888.44,888.52,SH,0.07999999999992724,NG,IY1,NG,IY,consonant,high,consonant,front,she,3778.3338120061576,1995.1367112654586,1.3121446591736243,4.02850001536891,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
253,S01,S01_interview.wav,892.61,892.72,S,0.11000000000001364,F,L,F,L,consonant,consonant,consonant,consonant,slur,6141.836643035294,2095.231176555484,-0.4470481728243143,3.0939334049902936,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
254,S01,S01_interview.wav,894.67,894.8,S,0.12999999999999545,AH0,W,AH,W,mid,consonant,back,consonant,campus,6432.81946603862,2223.1519704525067,-0.3941681738174178,2.56634925197596,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
255,S01,S01_interview.wav,895.05,895.21,S,0.16000000000008185,N,IH0,N,IH,consonant,high,consonant,front,once,7095.378922058601,2420.3660811926434,-0.4485596495235168,3.368937937489803,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
256,S01,S01_interview.wav,896.94,897.01,S,0.06999999999993634,AH0,AH0,AH,AH,mid,mid,back,back,surprise,6901.11608768712,2603.892536050298,-0.8426443816472597,2.8899832010332585,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
257,S01,S01_interview.wav,904.74,904.92,S,0.17999999999994998,AH0,AE1,AH,AE,mid,low,back,front,notice,7465.485191699914,2176.18768821288,-0.3502629521579233,4.736055626616633,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
258,S01,S01_interview.wav,908.04,908.13,S,0.09000000000003183,T,S,T,S,consonant,consonant,consonant,consonant,it's,5283.198528263698,3353.111867523653,-0.4694332594285569,-0.9534263991161089,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
259,S01,S01_interview.wav,908.68,908.79,S,0.11000000000001364,S,AE1,S,AE,consonant,low,consonant,front,sadly,6742.619537537608,2124.5443133743456,-0.9009768719307961,3.7851698768765427,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
260,S01,S01_interview.wav,931.79,931.92,S,0.12999999999999545,N,OW1,N,OW,consonant,mid,consonant,back,so,5800.1192133461045,2650.3598878472017,-0.1814301649467711,0.8367782380267466,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
261,S01,S01_interview.wav,942.28,942.4,SH,0.12000000000000455,EH1,AH0,EH,AH,mid,mid,front,back,especially,4261.1534990640375,1886.7448315867953,1.7414923688095831,7.225060040388467,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
262,S01,S01_interview.wav,945.27,945.46,S,0.19000000000005457,EH1,HH,EH,HH,mid,consonant,front,consonant,yes,6482.5878523222045,2876.053513711286,-0.5008212158722984,1.935201423615828,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
263,S01,S01_interview.wav,957.8,957.89,S,0.09000000000003183,AY1,K,AY,K,high,consonant,front,consonant,school,7232.916188072084,1846.3845328663704,-0.9916345796667968,6.658762733324599,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
264,S01,S01_interview.wav,966.1,966.17,SH,0.06999999999993634,N,AH0,N,AH,consonant,mid,consonant,back,mention,3508.6058707204593,2104.3820552017332,0.7162909392825475,1.3987947871304884,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
265,S01,S01_interview.wav,967.58,967.65,S,0.06999999999993634,AH0,L,AH,L,mid,consonant,back,consonant,obviously,7395.193117766844,2508.282144976965,-0.8979401937293402,3.4397448778029327,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
266,S01,S01_interview.wav,972.58,972.66,S,0.07999999999992724,AH0,EY1,AH,EY,mid,high,back,front,same,7493.133457189095,2344.767332802352,-0.7982528029911807,4.38698144594244,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
267,S01,S01_interview.wav,976.17,976.33,S,0.16000000000008185,AW1,W,AW,W,high,consonant,back,consonant,house,6322.559771823791,2398.149717547288,-1.045186792469226,2.238475136437594,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
268,S01,S01_interview.wav,981.38,981.47,S,0.09000000000003183,AH0,EY1,AH,EY,mid,high,back,front,same,7096.372486230864,3511.8492239169955,-0.6348205192851796,0.363650034807661,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
269,S01,S01_interview.wav,983.19,983.29,SH,0.09999999999990905,EY1,AH0,EY,AH,high,mid,front,back,situation,3879.7073602940704,2137.8401643839056,1.664263626852696,4.003739502560987,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
270,S01,S01_interview.wav,990.52,990.59,S,0.07000000000005002,AW1,AH0,AW,AH,high,mid,back,back,houses,6461.215631913183,2706.3794217293957,-0.8891676333270464,1.5615435814473502,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
271,S01,S01_interview.wav,994.56,994.62,S,0.06000000000005912,AW1,L,AW,L,high,consonant,back,consonant,house,5313.076659513524,3669.324722750784,0.02084698974199502,-0.6158765101976784,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
272,S01,S01_interview.wav,1000.36,1000.45,S,0.09000000000003183,AW1,EH2,AW,EH,high,mid,back,front,house,5433.960702937199,3219.775677332021,-0.5690711099747082,-0.8955882428485604,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
273,S01,S01_interview.wav,1004.12,1004.26,S,0.13999999999998636,R,OW1,R,OW,consonant,mid,consonant,back,so,7480.631602314203,1683.2861566889737,-0.7729064033948343,10.90962995185354,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
274,S01,S01_interview.wav,1006.78,1006.84,S,0.06000000000005912,AH0,P,AH,P,mid,consonant,back,consonant,especially,6190.840024663897,2959.053270781743,-0.15741129495543132,1.1379039452296649,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
275,S01,S01_interview.wav,1006.93,1007.02,SH,0.09000000000003183,EH1,L,EH,L,mid,consonant,front,consonant,especially,3098.7813316725747,2036.4368980444233,2.400266449117839,7.5846033965939395,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
276,S01,S01_interview.wav,1010.08,1010.15,SH,0.06999999999993634,EH1,L,EH,L,mid,consonant,front,consonant,especially,3979.25920234668,2057.9230236825897,2.0662256951609868,7.191073194788416,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
277,S01,S01_interview.wav,1013.05,1013.1,S,0.05000000000006821,Z,AY1,Z,AY,consonant,low,consonant,central,side,7644.533280013086,2332.0461432025004,0.22521207845529562,2.845541583129961,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
278,S01,S01_interview.wav,1022.92,1023.03,SH,0.11000000000001364,AH1,HH,AH,HH,mid,consonant,back,consonant,hush,5620.438789373821,3433.7342546704963,-0.2123532552899086,-0.7975260967302944,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
279,S01,S01_interview.wav,1023.63,1023.75,SH,0.12000000000000455,AH1,L,AH,L,mid,consonant,back,consonant,hush,3118.8607836825017,1493.986374091757,1.4122459238435316,5.43619679582546,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
280,S01,S01_interview.wav,1031.4,1031.49,S,0.08999999999991815,K,OW1,K,OW,consonant,mid,consonant,back,so,6599.513086311804,2908.949662338452,-0.5229425595970506,1.236399463788361,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
281,S01,S01_interview.wav,1036.8,1036.89,S,0.09000000000014552,T,OW1,T,OW,consonant,mid,consonant,back,so,7297.887080780941,2030.4458588258717,0.28249746546321486,5.665683008965265,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
282,S01,S01_interview.wav,1048.26,1048.36,S,0.09999999999990905,AH0,L,AH,L,mid,consonant,back,consonant,honestly,6009.358101783046,3146.270436685738,-0.6818309316075581,0.015808099232532236,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
283,S01,S01_interview.wav,1048.94,1049.0,SH,0.05999999999994543,K,AH0,K,AH,consonant,mid,consonant,back,reaction,3423.624781246547,1562.600635385353,1.4721191671428504,8.269512456239102,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
284,S01,S01_interview.wav,1051.56,1051.71,S,0.15000000000009095,M,OW1,M,OW,consonant,mid,consonant,back,so,7077.2743765061105,2083.3456614199026,0.10391955453830738,4.256393220191435,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
285,S01,S01_interview.wav,1055.19,1055.29,SH,0.09999999999990905,AH1,HH,AH,HH,mid,consonant,back,consonant,hush,3249.266867528341,1857.5259219198858,1.023916741573234,3.1064103755682,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
286,S01,S01_interview.wav,1055.43,1055.61,SH,0.1799999999998363,AH1,AH0,AH,AH,mid,mid,back,back,hush,4733.872735787169,2424.7454706731373,0.14756724153842385,0.9406064468382378,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
287,S01,S01_interview.wav,1058.14,1058.23,S,0.08999999999991815,F,L,F,L,consonant,consonant,consonant,consonant,slur,6117.101649986,2414.6213609614374,-0.18290062463609916,1.5204842106283127,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
288,S01,S01_interview.wav,1060.96,1061.02,S,0.05999999999994543,T,OW2,T,OW,consonant,mid,consonant,back,it's,5616.683482637156,4821.951083825338,0.5057091830942814,-0.8238737517235357,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
289,S01,S01_interview.wav,1066.37,1066.81,S,0.44000000000005457,Z,UW1,Z,UW,consonant,mid,consonant,back,super,6916.923245286729,1710.2800885573595,0.060534511249558796,5.595660924470792,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
290,S01,S01_interview.wav,1067.03,1067.12,S,0.08999999999991815,ER0,AH0,ER,AH,mid,mid,front,back,supportive,6518.006011217749,2755.3946956559935,-0.65040664270495,1.1141150977862821,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
291,S01,S01_interview.wav,1072.14,1072.26,SH,0.11999999999989086,ER0,IY1,ER,IY,mid,high,front,front,she,3579.4732792081404,2033.4286246865363,1.3132262527550091,3.0521333287389236,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
292,S01,S01_interview.wav,1072.31,1072.38,S,0.07000000000016371,IY1,EH1,IY,EH,high,mid,front,front,sent,6723.237743094751,2720.7467593795445,-0.8656177183778913,1.2699029415383984,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
293,S01,S01_interview.wav,1072.77,1072.86,S,0.08999999999991815,IH0,L,IH,L,high,consonant,front,consonant,this,5674.756019488389,2265.19177781619,-0.6736751881999009,1.444782522321102,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
294,S01,S01_interview.wav,1077.24,1077.32,S,0.07999999999992724,EY1,AH0,EY,AH,high,mid,front,back,supported,6443.8725129431605,2800.27788459807,-0.8830925447733673,1.2925356214112131,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
295,S01,S01_interview.wav,1078.69,1078.8,S,0.10999999999989996,IH0,T,IH,T,high,consonant,front,consonant,just,6755.751642043464,2212.1688699596843,-0.7994469844263462,3.4952774596686265,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
296,S01,S01_interview.wav,1079.04,1079.25,S,0.21000000000003638,IY0,W,IY,W,high,consonant,front,consonant,sweet,6683.565507662851,2949.405642575462,-0.8803337856006217,0.7131516141829968,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
297,S01,S01_interview.wav,1100.65,1100.74,S,0.08999999999991815,L,EY1,L,EY,consonant,high,consonant,front,say,6452.78034065005,3649.649820671298,-0.06549809497426624,-0.08786164282318243,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
298,S01,S01_interview.wav,1107.78,1107.88,S,0.10000000000013642,EY1,DH,EY,DH,high,consonant,front,consonant,place,4317.797000803697,3646.2918095959417,0.16543510552071114,-1.2653744539376024,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
299,S01,S01_interview.wav,1121.44,1121.51,S,0.06999999999993634,T,OW1,T,OW,consonant,mid,consonant,back,so,7120.403835400991,2024.9602176173653,0.060855543121393275,4.868186699491993,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
300,S01,S01_interview.wav,1134.18,1134.25,SH,0.06999999999993634,K,AH0,K,AH,consonant,mid,consonant,back,actually,3778.1984997513655,2102.2108603155275,1.5028783142117699,4.104202598614457,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
301,S01,S01_interview.wav,1136.19,1136.27,SH,0.07999999999992724,K,AH0,K,AH,consonant,mid,consonant,back,actually,2579.31349062976,1056.2635150042647,4.978614294375462,50.28509133647574,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
302,S01,S01_interview.wav,1138.32,1138.41,S,0.09000000000014552,IH0,T,IH,T,high,consonant,front,consonant,just,3703.337342091468,3800.0139721517107,0.6079949956616009,-0.9876956524829521,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
303,S01,S01_interview.wav,1138.91,1139.22,S,0.30999999999994543,T,IH0,T,IH,consonant,high,consonant,front,it's,7790.0338992014285,1870.8116654376176,-0.7154672525291341,7.893584380392957,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
304,S01,S01_interview.wav,1139.91,1139.99,S,0.07999999999992724,T,JH,T,JH,consonant,consonant,consonant,consonant,it's,6243.241751078836,2098.4898497778336,0.2809472439360008,2.6173910443950534,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
305,S01,S01_interview.wav,1143.12,1143.19,S,0.07000000000016371,N,AH1,N,AH,consonant,mid,consonant,back,some,6584.87156200359,2511.754794600253,-0.8521614020556013,1.8173963224524865,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
306,S01,S01_interview.wav,1143.97,1144.04,S,0.06999999999993634,AH0,L,AH,L,mid,consonant,back,consonant,obviously,7372.326811708876,1571.9993758333287,-1.0828129929746084,11.667983797802929,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
307,S01,S01_interview.wav,1148.88,1148.95,S,0.06999999999993634,IH0,T,IH,T,high,consonant,front,consonant,just,6312.558413149045,2752.2428801261767,-0.6097267454464884,1.2792727276992588,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
308,S01,S01_interview.wav,1165.61,1165.72,S,0.11000000000012733,ER0,OW1,ER,OW,mid,mid,front,back,persona,5996.963485664856,3037.201131672022,-0.6761883202232616,0.24272078658937124,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
309,S01,S01_interview.wav,1186.5,1186.56,SH,0.05999999999994543,G,OW1,G,OW,consonant,mid,consonant,back,show,3118.055882045801,1439.6674061452838,1.9977454825182208,8.27644536253115,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
310,S01,S01_interview.wav,1189.1,1189.19,SH,0.09000000000014552,EH1,L,EH,L,mid,consonant,front,consonant,especially,2652.0652569947047,2574.7963475276465,1.1325966235533538,0.9223041534844287,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
311,S01,S01_interview.wav,1200.02,1200.12,S,0.09999999999990905,T,EH1,T,EH,consonant,mid,consonant,front,sent,7206.8651044056705,2260.297907955459,-1.7132823957067267,3.7104649984566764,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
312,S01,S01_interview.wav,1226.65,1226.71,S,0.05999999999994543,EH1,F,EH,F,mid,consonant,front,consonant,less,5379.550659259379,3008.650183946437,-0.2583385371472285,-0.034575004113723384,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
313,S01,S01_interview.wav,1227.83,1227.91,S,0.08000000000015461,D,AH1,D,AH,consonant,mid,consonant,back,something,5348.875792159336,3016.2754151725844,-0.26470678633371897,-0.15462060235476915,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
314,S01,S01_interview.wav,1248.99,1249.07,S,0.07999999999992724,T,AY1,T,AY,consonant,low,consonant,central,outside,6604.645025918556,2049.1683598292198,-0.8433896349115397,4.3680784023022925,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
315,S01,S01_interview.wav,1264.77,1264.92,S,0.15000000000009095,K,AH1,K,AH,consonant,mid,consonant,back,some,7740.610533361336,2089.8001595294695,-1.1808767737258359,5.426957647437364,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
316,S01,S01_interview.wav,1275.13,1275.27,S,0.13999999999987267,L,EY1,L,EY,consonant,high,consonant,front,say,6473.323115041977,3100.687454931929,-0.6975244032210106,0.5341520634373071,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
317,S01,S01_interview.wav,1277.09,1277.2,SH,0.11000000000012733,K,IH1,K,IH,consonant,high,consonant,front,shit,3181.1551607494234,1256.1576874434272,3.759948388181569,29.08612351123729,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
318,S01,S01_interview.wav,1278.97,1279.06,SH,0.08999999999991815,spn,IH1,sp,IH,consonant,high,consonant,front,shit,4094.544339546623,1854.5550792116057,1.5300265257005914,6.2877796007875535,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
319,S01,S01_interview.wav,1280.89,1280.99,S,0.09999999999990905,N,EY1,N,EY,consonant,high,consonant,front,say,7176.297132048879,2486.790090712037,-0.8085350193916214,3.9682488477802442,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
320,S01,S01_interview.wav,1283.03,1283.14,S,0.11000000000012733,K,K,K,K,consonant,consonant,consonant,consonant,excused,6452.490198994214,2139.3442411973915,-0.5158735144005723,3.2154727459477552,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
321,S01,S01_interview.wav,1284.73,1284.87,S,0.13999999999987267,EH1,T,EH,T,mid,consonant,front,consonant,oppressed,6760.66538547663,2119.4367187338694,-0.9664704935473556,4.897262242888007,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
322,S01,S01_interview.wav,1285.85,1285.95,SH,0.10000000000013642,EH1,L,EH,L,mid,consonant,front,consonant,especially,4324.963918864797,2565.7657081256007,1.0295458974305887,2.512848756285014,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
323,S01,S01_interview.wav,1293.43,1293.5,S,0.06999999999993634,K,M,K,M,consonant,consonant,consonant,consonant,irks,6844.195595920421,2459.592376666241,0.3318330728809718,3.641392374677693,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
324,S01,S01_interview.wav,1300.32,1300.46,S,0.14000000000010004,IY0,EH1,IY,EH,high,mid,front,front,sense,6846.118453003739,2992.421277420626,-0.3024863795089542,1.3220926953195873,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
325,S01,S01_interview.wav,1300.68,1300.82,S,0.13999999999987267,N,DH,N,DH,consonant,consonant,consonant,consonant,sense,7719.999485721687,2060.6961535371083,-0.39446472057258997,5.417282089182338,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
326,S01,S01_interview.wav,1303.25,1303.36,S,0.10999999999989996,M,OW1,M,OW,consonant,mid,consonant,back,so,6436.046078917868,2194.358496345694,-0.7350282309574472,3.608383328969655,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
327,S01,S01_interview.wav,1303.93,1304.02,S,0.08999999999991815,K,M,K,M,consonant,consonant,consonant,consonant,irks,6535.7953464544835,2726.969378536214,0.2359323301013357,1.9944311252597053,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
328,S01,S01_interview.wav,1304.6,1304.69,SH,0.09000000000014552,IH1,P,IH,P,high,consonant,front,consonant,wish,3025.030176180599,2255.2574488306045,2.0594024678604663,5.948221468112196,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
329,S01,S01_interview.wav,1306.78,1307.01,S,0.2300000000000182,T,N,T,N,consonant,consonant,consonant,consonant,that's,6252.068383795271,2337.802964626956,-1.1098434880023234,2.100817831967073,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
330,S01,S01_interview.wav,1309.64,1309.79,S,0.14999999999986358,OW1,AE1,OW,AE,high,low,back,front,gross,6572.031178854291,2180.60731270532,-0.9345744939720936,3.422758315759027,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
331,S01,S01_interview.wav,1312.1,1312.16,S,0.060000000000172804,EH1,DH,EH,DH,mid,consonant,front,consonant,yes,3795.1153721679498,3402.430976678725,0.4385943613965031,-0.8218027998638742,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
332,S01,S01_interview.wav,1314.52,1314.59,S,0.06999999999993634,T,AA1,T,AA,consonant,low,consonant,back,sorry,8490.313660029657,2879.3660051605116,0.9807739928545991,2.8723627047717555,22,cisgender male,gay,"White, Latino",middle class,Seattle,"Spanish, English"
333,S02,S02_interview.wav,9.21,9.31,S,0.09999999999999964,AH0,AH0,AH,AH,mid,mid,back,back,semester,6301.049111475021,1757.2489541899704,-0.7439100036247783,5.110758116674058,22,male,bisexual,Caucasian,low-middle class,Michigan,English
334,S02,S02_interview.wav,9.4,9.51,S,0.10999999999999943,EH1,T,EH,T,mid,consonant,front,consonant,semester,6292.591555386438,2018.731623681134,-0.9366986467121257,2.676309099891683,22,male,bisexual,Caucasian,low-middle class,Michigan,English
335,S02,S02_interview.wav,10.21,10.31,S,0.09999999999999964,V,T,V,T,consonant,consonant,consonant,consonant,starting,6814.782649898421,1642.9434525201073,-0.6202014226139642,4.6752607305441405,22,male,bisexual,Caucasian,low-middle class,Michigan,English
336,S02,S02_interview.wav,21.06,21.16,S,0.10000000000000142,N,P,N,P,consonant,consonant,consonant,consonant,span,6818.461622810386,1643.2440914707431,-0.163056929149129,6.053255757368062,22,male,bisexual,Caucasian,low-middle class,Michigan,English
337,S02,S02_interview.wav,25.12,25.2,S,0.0799999999999983,N,L,N,L,consonant,consonant,consonant,consonant,romance,7355.760989792589,1735.904499619973,-0.5971577815987242,4.588744428800896,22,male,bisexual,Caucasian,low-middle class,Michigan,English
338,S02,S02_interview.wav,25.47,25.53,S,0.060000000000002274,Z,OW1,Z,OW,consonant,mid,consonant,back,so,7017.800503203456,1970.3475723234924,-1.2931978074339967,3.4569477552653627,22,male,bisexual,Caucasian,low-middle class,Michigan,English
339,S02,S02_interview.wav,26.36,26.45,S,0.08999999999999986,OW1,L,OW,L,high,consonant,back,consonant,mostly,6787.129373736986,2095.3054430538605,-0.5862216586185848,2.036398432671012,22,male,bisexual,Caucasian,low-middle class,Michigan,English
340,S02,S02_interview.wav,26.51,26.57,S,0.05999999999999872,IY0,P,IY,P,high,consonant,front,consonant,spanish,7252.325377920176,1783.4753644656178,0.23634761927955855,4.913205456166085,22,male,bisexual,Caucasian,low-middle class,Michigan,English
341,S02,S02_interview.wav,26.76,26.86,SH,0.09999999999999787,IH0,IH0,IH,IH,high,high,front,front,spanish,4388.1089721078115,2021.4747922320446,0.01863450589960238,-0.3312915618998802,22,male,bisexual,Caucasian,low-middle class,Michigan,English
342,S02,S02_interview.wav,31.05,31.11,S,0.05999999999999872,IH0,S,IH,S,high,consonant,front,consonant,this,6489.550604318715,1356.52617543876,0.37440360823629537,6.541921923833229,22,male,bisexual,Caucasian,low-middle class,Michigan,English
343,S02,S02_interview.wav,31.11,31.17,S,0.060000000000002274,S,AH0,S,AH,consonant,mid,consonant,back,semester,6670.625534481281,1492.3436868068156,-0.7891467981727989,6.914609876632278,22,male,bisexual,Caucasian,low-middle class,Michigan,English
344,S02,S02_interview.wav,31.31,31.45,S,0.14000000000000057,EH1,T,EH,T,mid,consonant,front,consonant,semester,6683.576454418726,1657.1172917162858,-1.0532876242795055,5.494668447102152,22,male,bisexual,Caucasian,low-middle class,Michigan,English
345,S02,S02_interview.wav,32.43,32.5,S,0.07000000000000028,OW1,L,OW,L,high,consonant,back,consonant,mostly,7314.197725843038,1976.767634787974,-1.4058315871521763,4.9165302906868265,22,male,bisexual,Caucasian,low-middle class,Michigan,English
346,S02,S02_interview.wav,33.1,33.17,S,0.07000000000000028,IH1,T,IH,T,high,consonant,front,consonant,linguistic,7187.102310201411,1701.5401297517324,-0.6452205826946107,5.959277529013619,22,male,bisexual,Caucasian,low-middle class,Michigan,English
347,S02,S02_interview.wav,33.73,33.86,S,0.13000000000000256,AH0,T,AH,T,mid,consonant,back,consonant,interest,6836.865565856859,1550.825073322112,-0.6909813866569747,5.971026044633938,22,male,bisexual,Caucasian,low-middle class,Michigan,English
348,S02,S02_interview.wav,36.07,36.17,S,0.10000000000000142,L,OW0,L,OW,consonant,mid,consonant,back,also,6030.501498690754,2756.5118544786906,-0.5464484001184083,-0.21584573097821336,22,male,bisexual,Caucasian,low-middle class,Michigan,English
349,S02,S02_interview.wav,36.35,36.46,S,0.10999999999999943,UW1,T,UW,T,high,consonant,back,consonant,stuff,7059.610245218153,1825.116579270839,-0.41099749892090204,3.56163374517733,22,male,bisexual,Caucasian,low-middle class,Michigan,English
350,S02,S02_interview.wav,39.24,39.38,S,0.14000000000000057,K,OW2,K,OW,consonant,mid,consonant,back,sociology,6715.992515968111,2050.6189904788725,-0.5143995437507948,3.2787292735194127,22,male,bisexual,Caucasian,low-middle class,Michigan,English
